
0x0017f05a このままゲームを始める。
0x00a215f4 帰る方法、知らないガウか？
0x00a21610 |｣そうねぇ、それなら偽りの塔に
0x00a2162f いる、町長に聞いて見ると
0x00a21648 いいわ。"
0x00a21657 |｣町長に聞けば、何かわかるかも
0x00a21676 知れないわよ。
0x00a21686 |｣あら、怪獣さん。
0x00a21699 元の世界へは、
0x00a216a8 いつ帰っちゃうの？
0x00a216bb 私も、別の世界へ、
0x00a216ce 一度でいいから、
0x00a216df 行ってみたいなぁ。
0x00a216f3 t｣この前、大きな怪獣を見たんだ。まさか、君じゃないよね？
0x00a21751 町長の許可がなければ、開ける
0x00a2176e ことはできんぞ。
0x00a217bf でも、中から変な音が、
0x00a217d6 さっきからしているんだよ。
0x00a217f1 おかしいな、中には誰もいない
0x00a2180e はずなのに。.
0x00a2181d 何をしていたんだい？
0x00a21832 随分大きな音がしていたけど。
0x00a21850 変な魔物が、いっぱいいたガウ。だから、ガウが倒してやった
0x00a21889 ガウ。
0x00a21891 ┘魔物だって！？
0x00a218a2 それでさっきから、変な音が
0x00a218bd 聞こえていたのか。
0x00a218d0 魔物を倒してくれてありがとう。ガウ。
0x00a218f5 助かったよ。
0x00a21905 璽お前、幻影の腕輪を取りに
0x00a21920 来たのか？
0x00a2192b しかし、この俺が倒せるかな。
0x00a2194a 幻影の腕輪を手にいれた。

0x00a4a1c0 ショートソード　軽量で扱いやすい剣。しかし、殺傷能力は低い。
0x00a4a1fe ロングソード　　長さ１ｍほどの長剣。化物の多い洞窟内では必需品。
0x00a4a240 ファルシオン　　鋼鉄でできた大きめの剣。攻撃力はなかなかのもの。
0x00a4a282 フレイムソード　炎でつくられた剣その使いやすさと殺傷能力は保証付
0x00a4a2c4 ライトソード　　現存する剣の中で最強を誇る剣。
0x00a4a2f4 ファイアの魔法　進行方向へ連射できる。どんな場所でも有効である。
0x00a4a336 ファイア　ＤＸ　ファイアの魔法が３つに分裂する。
0x00a4a368 サンダーの魔法　雷の槍が敵を　貫通
0x00a4a38c ホーミング　　　最高６個の弾が敵を追う。ただし効かない敵もいる。
0x00a4a3ce フォース　　　　自らの魔力を弾にして敵に放つ。
0x00a4a3fe ファイアボール　体内にためた炎を吹き出す。
0x00a4a42a テイルアタック　強力な回転と尻尾で敵に大きなダメージをあたえる。
0x00a4a46c アックス　　　　敵を一刀両断に　切り裂く強力な　武器。
0x00a4a4a4 アイアンクロー　鋭い爪で敵を切り刻む。
0x00a4a4cc ファイアブレス　体内にためた力を一気に放つ。　　威力絶大
0x00a4a506 レザーアーマー　馬の革を何枚も重ねてある。　　　防御能力は低い。
0x00a4a548 チェーンメイル　鎖で編まれていて丈夫にできている役にたつだろう。
0x00a4a58a プレートメイル　鋼鉄でできてるので重いが多少の攻撃なら充分戦える
0x00a4a5cc ミスリルアーマー数多くの敵と闘うにはこれくらいの鎧は必要である。
0x00a4a60e ゴールドアーマー現代の技術では最高の強度を持つ鎧である。
0x00a4a648 レッドローブ　　魔法使いのマント
0x00a4a66a ブルーローブ　　魔法使いのマント
0x00a4a68c イエローローブ　魔法使いのマント
0x00a4a6ae シルバーローブ　魔法使いのマント
0x00a4a6d0 ゴールドローブ　魔法使いのマント
0x00a4a6f2 ウッドシールド　木製なので軽くて動きやすいが防

0x00a4a850 御能力は低い。
0x00a4a860 スモールシールドウッドシールドより少し小さいがなかなか丈夫である
0x00a4a8a2 ラージシールド　スモールシールドと同じ材質の少し大きめの盾。
0x00a4a8e0 ミスリルシールドこの盾は敵の攻撃を防ぐには充分な効力を持っている
0x00a4a922 ゴールドシールドこの盾は最強の盾といえるだろう。
0x00a4a954 ブロンズミラー　魔法の力で敵の攻撃を跳ね返す。
0x00a4a984 メタルミラー　　魔法の力で敵の攻撃を跳ね返す。
0x00a4a9b4 プラチナミラー　魔法の力で敵の攻撃を跳ね返す。
0x00a4a9e4 ミスリルミラー　魔法の力で敵の攻撃を跳ね返す。
0x00a4aa14 ゴールドミラー　魔法の力で敵の攻撃を跳ね返す。
0x00a4aa44 無敵　　　　　　一定時間無敵！！
0x00a4aa66 ヘルメット　　　一定時間上空からの攻撃を防ぐことができる。
0x00a4aaa2 スパイクブーツ　氷の上でも滑らない。
0x00a4aac8 石靴　　　　　　トゲの上でも平気で歩ける。ただしジャンプ力下がる
0x00a4ab0a ツルハシ
0x00a4ab1c ダガー　　　　　投げナイフ。
0x00a4ab3a ブーメラン　　　回転しながら手元にもどってくる、武器。
0x00a4ab72 オレンジ　　　　体力が２０回復する。
0x00a4ab98 チェリー　　　　体力が５０回復する。
0x00a4abbe リンゴ　　　　　体力が完全回復する。
0x00a4abe4 金塊
0x00a4abf6 エリクサー　　　復活剤。
0x00a4ac10 ブーメランＤＸ　ブーメランのパワーアップ型。

0x00a4bfe9 アイアンソード
0x00a4bffa プラズマブレードPウォータービームPロッククラッシュ@アイアンアーマー
0x00a4c03e プラズマアーマーPアクアローブ　　Pバトルアーマー　@アイアンシールド

0x00a65839 薬をお持ちに　　なりますか？
0x00a6585a いる
0x00a65861 いらない
0x00a6586b もっとお持ちに　なりますか？
0x00a6588c いる
0x00a65893 いらない
0x00a6589d どれをさしあげましょうか？
0x00a658b9 　でよろしい　　　　　　ですか？
0x00a658da 　ＹＥＳ
0x00a658e6 ＮＯ
0x00a658ec あなたはそのアイテムをこれ以上持てません。
0x00a65918 お金が足りません
0x00a6592c はいどうぞ
0x00a65938 何を売っていただけますか？
0x00a65954 になります。
0x00a65965 　ＹＥＳ
0x00a65971 ＮＯ
0x00a65977 これ以上　売れるものがありません

0x00a7cd2c ブラッキィ
0x00a7cd3c ガルドラ
0x00a7cd4a ドルドン
0x00a7cd5b おぅ！　ブラッキィ！
0x00a7cd70 オマエどうしたんだガウ？
0x00a7cd8e 何だオマエ？
0x00a7cd9e オマエも、ベルクフリトの魔力で幻影世界に来たガウか？
0x00a7cdd8 オマエあっちいけよ！
0x00a7cded あいにく僕は、ヌイグルミなんかに知合いはいないんでね。
0x00a7ce3c ありがとうございました。
0x00a7ce55 あなたは？
0x00a7ce63 ベルクフリトってヤツの魔力で、この世界に飛ばされて来た、ガウってんだガウ。
0x00a7ceb0 ベルクフリトをフーインする
0x00a7cecb ために、どーしても元の世界に
0x00a7cee8 帰りたいガウ！
0x00a7cef9 メイルやタットにも、
0x00a7cf0e 会いたいし…、
0x00a7cf1d どーすれば、元の世界に
0x00a7cf34 帰れるか、教えてほしいガウ。
0x00a7cf56 そうですか。
0x00a7cf63 そういうことでしたら喜んで
0x00a7cf7e お教えしましょう。
0x00a7d0d0 焜xルクフリトに
0x00a7d0e0 支配され、苦しめられているの
0x00a7d0fd です。
0x00a7d106 あなたが元の世界へ戻り、
0x00a7d11f ベルクフリトを封印することが
0x00a7d13c 出来れば、この世界も解放されるでしょう。
0x00a7d167 あなたの世界へ戻るためには、
0x00a7d184 幻影城にある
0x00a7d192 『空間の扉』
0x00a7d1a0 を、
0x00a7d1a5 くぐらなければなりません。
0x00a7d1c3 空間の扉ガウか。
0x00a7d1d9 幻影城に入るには、
0x00a7d1ee 『幻影の腕輪』
0x00a7d1fe という道具が
0x00a7d20b 必要です。
0x00a7d21a 『幻影の腕輪』
0x00a7d22a は、
0x00a7d22f バウロの村の倉庫に保管して
0x00a7d24a あります。
0x00a7d257 それと、あなたには、この世界に伝わる最強の装備をさしあげ
0x00a7d290 ましょう。
0x00a7d29d これからの戦いに役立つことで
0x00a7d2ba しょう。
0x00a7d2c5 装備は、塔の街の倉庫に
0x00a7d2dc あります。
0x00a7d2e7 このカギを使って下さい。
0x00a7d302 塔の街の倉庫のカギを
0x00a7d317 もらいました。
0x00a7d343 隠してもムダだぞ。
0x00a7d357 そうガウけど。
0x00a7d366 オマエ、怪獣知ってるガウか？
0x00a7d39a この街より上の階は、魔物で
0x00a7d3b5 いっぱいだから、街から出ない
0x00a7d3d2 方が、いいと思うよ。
0x00a7d3ed 洵ベルクフリトに支配されて
0x00a7d408 しまった、この世界はもう
0x00a7d421 終わりさ…。
0x00a7d42e 別の世界でよみがえった魔神が、幻影世界まで支配する
0x00a7d461 なんて…。"!
0x00a7d46f 別の世界でよみがえった魔神が、幻影世界まで支配する
0x00a7d4a2 なんて…。
0x00a7d4d3 怪獣さんね。
0x00a7d4e0 別の世界への行き方なら、
0x00a7d4f9 町長が知っているんだけど…。
0x00a7d516 町長が出かけたまま、戻って
0x00a7d531 来ないのよ。
0x00a7d53e どこへ、行ってしまったの
0x00a7d557 かしら…。
0x00a7d562 街のみんながさがしているけど、見つからないのよ。
0x00a7d593 心配ね…。"!@
0x00a7d5a1 街のみんながさがしているけど、見つからないのよ。
0x00a7d5d2 心配ね…。
0x00a7d5dd 町長が戻ってきたのよ。
0x00a7d61e 魔力によって、飛ばされて
0x00a7d637 来たという、
0x00a7d644 怪獣のガウっていうのは君かい？
0x00a7d664 そうガウ。
0x00a7d66f メイルとタットとブラッキィ、
0x00a7d68c 知らないガウか？
0x00a7d6ba メイルとタットは、ガウの仲間
0x00a7d6d7 ガウけど、ブラッキィは、一応、知合いガウ。
0x00a7d740 思うよ。
0x00a7d749 ガウ以外で、別の世界から来た
0x00a7d766 人は見かけてはいないからね。
0x00a7d784 そうガウか…。
0x00a7d793 オマエ、元の世界へ帰る方法、
0x00a7d7b0 知らないガウか？
0x00a7d7e1 いるんだけれど、町長がいなく
0x00a7d7fe なってしまったんだ。"! "!
0x00a7d819 ガウの世界へ行く方法は、
0x00a7d832 町長が知っているんだけど、
0x00a7d84d 町長が、いなくなってしまった
0x00a7d86a んだ。
0x00a7d87a 門を開けてあげるのは、
0x00a7d891 いいんだが、門を開けてあげる
0x00a7d8ae かわりに、
0x00a7d8bb 町長を捜して来てくれ
0x00a7da04 かな？
0x00a7da0d 町長は、ガウのいた世界のことも知っているはずだ。
0x00a7da3e どうだろう？
0x00a7da4b やってくれないかな？
0x00a7da61 分かったガウ。
0x00a7da70 探して来てやるガウ。
0x00a7daa1 本当は僕が行ければいいんだ
0x00a7dabc けど、この街を魔物から
0x00a7dad3 守らなくちゃいけないからね。
0x00a7daf0 門番には、僕から伝えておくよ。"!
0x00a7db52 ありがとう、ガウ。
0x00a7db65 無事に、町長が戻って来たよ。"!
0x00a7db9f 闘士の装備なら、ここにあるぞ！欲しければ俺を倒すことだな。
0x00a7dbda さぁ！　来い！
0x00a7dbec 嗇ふっふっふ…行くわよ！
0x00a7dc05 覚悟なさい！！
0x00a7dc24 あなたのおかげで無事に、戻ってこれました。
0x00a7dc4f この後は何としても、
0x00a7dc64 ベルクフリトを、封印して
0x00a7dc7d 下さい。
0x00a7dca5 保安隊長の許可をもらって
0x00a7dcbe 来るんだ。"!
0x00a7dcec 来たのか？
0x00a7dcf9 この先は魔物でいっぱいだ。
0x00ab6d49 メイル
0x00ab6d55 タット

0x00a7dd31 闘士の装備を手にいれました。
0x00a7dd53 　　強い力が働いていて、
0x00a7dd6c 　　入ることが出来ない。
0x00a7dd89 　　　　扉が出現した。

0x00ab85c0 ショートソード　軽量で扱いやすい剣。しかし、殺傷能力は低い。
0x00ab85fe ロングソード　　長さ１ｍほどの長剣。化物の多い洞窟内では必需品。
0x00ab8640 ファルシオン　　鋼鉄でできた大きめの剣。攻撃力はなかなかのもの。
0x00ab8682 フレイムソード　炎でつくられた剣その使いやすさと殺傷能力は保証付
